id,review,sentiment,positive,negative,neutral,Clean,Comfort,Facilities/Amenities,Location,Restaurant (dinner),Staff,View (Balcony),Breakfast,Room,Pool,Beach,Bathroom/Shower (toilet),Bar,Bed,Parking,Noise,Reception-checkin,Lift,Value for money,Wi-Fi,Generic
8245,Location was close to train station.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8246,"Location was convenient, everything was 15 min walk.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8247,Location was convenient.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8248,Location was easy to find.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8249,Location was excellent and the rooms were very comfortable and clean.,positive,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8250,Location was excellent for visiting Old Town and historic sites.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8252,Location was excellent lovely area.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8253,"Location was excellent, so many shops and restaurants close by.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8254,"Location was excellent, staff at reception always had a smile on their lips, and the bed was very comfortable.",positive,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8256,Location was fantastic as it is very close to train station and bus services.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8257,"Location was fantastic, close to the old town and tourist attractions.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8258,"Location was fantastic, friendly and helpful staff!",positive,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8259,Location was fantastic.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8261,Location was good and hotel looked nice.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8262,Location was good and place was clean and breakfast was good.,positive,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8267,"Location was good, close to everything.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8268,"Location was good, especially having the bus stop right outside the hotel.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8271,"Location was good, very close to the metro station.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8272,"Location was good, very close to the train station which made it easy to get into the city centre.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8273,Location was good.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8274,Location was great - just a short walk to La Rambla and also the beach.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8275,"Location was great - just across the bridge from the old town, and an easy walk to the train station.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8276,Location was great and staff was friendly.,positive,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8277,Location was great and the room was good.,positive,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8278,Location was great and the room was very nice.,positive,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8279,Location was great as it is right next to the metro and bus stops.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8280,Location was great for the poblenau ramblas and beach with good access to local transport.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8282,"Location was great near beach, shopping & restaurants.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8283,Location was great with great connections.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8284,"Location was great, about halfway between the train station and historic Salzburg.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8285,"Location was great, and great value for money.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8286,"Location was great, close to the center.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8287,"Location was great, everything was very close to the hotel.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8289,"Location was great, nearby to many lovely bits Togo and see.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8290,"Location was great, over all the room was comfortable.",positive,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8291,"Location was great, right next to train station but still quiet",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8292,"Location was great, situated opposite Tårnby station, great for getting the train to either Copenhagen or into Sweden.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8293,"Location was great, So near the beach and central to most places we wanted to visit.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8294,"Location was great, the rooms were clean could use more amenities like shelving in bathroom, or a place to put staff.",positive,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8297,Location was great.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8298,"Location was hard to find, pictures would help to find the place.",negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8299,Location was ideal as easy to access main roads for trips out.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8300,"Location was ideal, close to lots of bars and restaurants.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8301,"Location was in a very gloomy, gray place, with almost nothing but other business.",negative,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8304,Location was nice and the people was also very kind.,positive,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8305,"Location was nice, close to the beach and also for this standard very good price.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8306,"Location was nice, near conference venue (AXA), but also at a walking distance from the center.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8308,Location was not great either.,negative,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8310,Location was ok at least was close to metro.,neutral,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8312,"Location was OK, opposite the train station which is 2 stops (less than 10 mins) away from central.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8315,Location was perfect and the local atmosphere fantastic food amazing… bubbly city full of surprises.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8316,Location was perfect because our son is studying in Salzburg and his housing was right across the street.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8317,Location was perfect for exploring Barcelona.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8320,"Location was perfect, near train station.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8322,"Location was perfect, seconds walk away from the station.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8323,"Location was perfect, very central.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8324,Location was quiet and relatively easy to get to (via bus).,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8325,Location was really bad.,negative,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8329,Location was superb - tram and metro are a minute away.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8330,Location was superb.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8331,Location was too far from city.,negative,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8333,"Location was very convenient, 5 min walk to the metro and in about 15 mins you are in the city center.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8335,Location was very convinient and staff was very helpful.,positive,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8337,Location was very good.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8338,Location was very secure and amazing beds.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8340,Location wasn’t great.,negative,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8341,Location wasn’t very closed to the metro.,negative,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8342,Location wasn't great.,negative,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8343,"Location wasn't really good, locals told me its not a good area to stay, furthermore is it very far from the center.",negative,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8347,"Location, ambiance, facilities were good.",positive,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8348,"Location, amenities, staff were good.",positive,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8350,"Location, breakfast and I liked my room.",positive,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8351,"Location, breakfast and nice room.",positive,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8353,"Location, breakfast, room, nice hotel staff.",positive,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8355,"Location, breakfasts, service: pretty good.",positive,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8356,"Location, bright room with big window.",positive,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8357,"Location, clean beds, spacious bathroom.",positive,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
8358,"Location, cleanliness and especially the staff were good.",positive,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8359,"Location, cleanliness and new room were good.",positive,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8360,"Location, cleanliness, breakfast were good.",positive,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8361,"Location, cleanliness, care for the environment were good.",positive,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8362,"Location, cleanliness, care of the rooms were good.",positive,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8364,"Location, coffee was delicious and was free and service was excellent front desk very courteous.",positive,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8365,"Location, comfortable bed, new facilities, clean bedding were good.",positive,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8366,"Location, cute hotel.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8367,"Location, design, service were good.",positive,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8368,"Location, ease and speed of access.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8370,"Location, facilities were good.",positive,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8371,"Location, facility, services were good.",positive,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8372,"Location, Food (breakfast) super.",positive,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8375,"Location, friendly staff, clean, comfortable, luggage storage were good.",positive,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8376,"Location, friendly staff, wonderful shower.",positive,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8377,"Location, friendly staff.",positive,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8378,"Location, great comfortable rooms, excellent staff.",positive,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8379,"Location, great courteous staff, extremely comfortable bed.",positive,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8380,"Location, great staff very helpful and breakfast was good.",positive,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8381,"Location, handy for a night when catching an early flight next day as only one train stop from the airport.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8382,"Location, helpful staff and water heater.",positive,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8383,"Location, helpful staff, decent value.",positive,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8384,"Location, helpful staff, the room was also very clean.",positive,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8385,"Location, hospitality and breakfast.",positive,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8386,"Location, in the heart of Bario Gothico.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8387,"Location, just 3 minutes by train from airport.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8388,"Location, kindness and helpfulness of the staff.",positive,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8389,"Location, near the center, quiet neighborhood.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8391,"Location, nice people, clean room.",positive,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8392,"Location, proximity to the center.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8393,"Location, quietness and breakfast.",positive,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
8394,"Location, rooftop jacuzzi, comfortable bed.",positive,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8395,"Location, rooftop with sun beds and small plunge pool, hygiene, simple but looking neat and everything was present.",positive,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8396,"Location, room size, staff, balcony were good.",positive,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8398,"Location, staff and helpful information.",positive,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8399,"Location, staff so friendly, lots of room.",positive,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8400,"Location, staff, great value for money.",positive,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8401,"Location, staff, size of rooms, comfort, facilities were all fantastic.",positive,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8402,"Location, The staff was friendly and helpful.",positive,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8404,"Location, was very secure, amazing beds, great selection of soap and shampoo in bathroom, comfy towels, good air con.",positive,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8406,"Location,room,staff,balcony in the room.",neutral,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8407,"Location: Close to the airport, very quiet rooms.",positive,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8409,Location: Close to the beach.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8410,Location: Close to the beaches.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8412,Location: Close to the center!,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8413,"Location: close to the center, but in a quiet neighborhood.",neutral,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8415,Location: Close to the city and bus stop in front of hotel.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8416,Location: Close to the city center ( 10mn walk ) and easy to find and to reach by car.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8417,Location: close to the city center.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8418,Location: Close to the Copenhagen airport.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8419,"Location: close to the ferry, easy access to the Metro, nice staff.",positive,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8421,Location: Close to the historic center.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8422,Location: close to the lakes for running & walking.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8423,"Location: Close to the marina to get the boats to Ischia, Sorrento and so on.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8424,Location: close to the metro.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8425,Location: easy to reach for those arriving by public transport.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8427,Location: outstanding.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8428,Location: super.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8431,Lock on the entrance door is broken.,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8432,Long and narrow room.,negative,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8433,"Long corridors, not very neat halls.",negative,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8435,Long queues in order to get a table for breakfast.,negative,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8436,Long time to check-in.,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8437,Long waiting time for elevators.,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8438,Long waits for a crowded elevator.,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8439,Long waits on checkout day due to 2 lifts working out of 4.,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8440,Long walk to the metro station which as a tourist i was using very frequently.,negative,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8442,Longer time to clean the table.,negative,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8443,Looked like they just changed the beds.,neutral,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8444,Looked very clean and well maintained from a small distance.,positive,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8445,"Looking forward to my next visit to Naples! PS also to the port, from where I took the ferry, it was only a short drive.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8446,"Looks a bit like in a hospital, because everything is so white and unfortunately the lid of the toilet had not been cleaned which annoyed me a lot.",negative,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8447,"Lots of activity, many restaurants and a couple small plazas nearby.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8448,Lots of breakfast choices.,positive,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8449,"Lots of church bells in the morning, you get used to them.",neutral,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8453,Lots of morning noise by both guests and cleaning staff.,negative,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8454,Lots of noise from outside our window.,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8455,Lots of parking in their garage.,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8456,Lots of parking.,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8457,Lots of restaurants close by within walking distance of a lot of the sites.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8458,Lots of restaurants nearby within walking distance.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8459,"Lots of restaurants, cafes, bars around.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8460,Lots of services in the room.,positive,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8461,Lots of shops and restaurants around.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8462,Lots of space for one person and had an en-suite too.,positive,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8463,Lots of spiders in the hallways.,negative,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8464,Lots of stairs.,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8465,Lots of supermarkets and things nearby.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8466,Lots of traffic.,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8467,Loud and a lot noise from other rooms.,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8468,Loud during fitness class times. it was fine up until 1 but after 1 it was quite irritating.,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8469,Loud fireworks at midnight every night for celebrations by the castle.,neutral,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8470,Loud place but all hotels are i guess.,neutral,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8471,Loud rooms.,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8472,Loudness in our room.,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8473,"Love love love this hotel!!! Perfect location, quiet rooms, super nice & helpful employees!",positive,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8474,Love the bike rental and the affordability.,positive,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8475,"Love the decor, just that little bit different.",positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8476,Love the location.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479,Loved location lots of nice places to go and eat.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8480,"Loved Naples, especially the food, breakfast in the hotel was graet as well.",positive,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8481,Loved our indoor atrium facing room.,positive,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8482,"Loved our quadruple room, well laid out in space.",positive,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8483,Loved the bar with games and music.,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8484,"Loved the bath, room was cleaned so well everyday!",positive,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8486,Loved the coffee.,positive,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8488,"Loved the fact they still have an old style bar and sitting room, this made us feel at home immediately.",positive,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8489,Loved the feel and design of the hotel and enjoyed the roof top pool!,positive,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8490,"Loved the hotel, great breakfast, great location.",positive,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8491,"Loved the jacuzzi feature on the roof terrace, really made our trip more relaxing and romantic!",positive,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8492,Loved the large hotel room.,positive,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8493,"Loved the location - prime spot, you can't do better in my opinion.",positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8494,Loved the location - right in the center of town.,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8495,"Loved the location, warm friendly people helpful and welcoming. Would definitely go again.",positive,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
